number,description,dimensions,product_number
8518-2,Love Seat,56 x 33 x 32.5H,8518
8518-1,Chair,33 x 33 x 32.5H,8518
8524BK-3,Double Reclining Sofa,86 x 36.5 x 40.5 - 46.5H,8524BK
8524BK-2,Double Glider Reclining Love Seat with Center Console,77 x 36.5 x 40.5 - 46.5H,8524BK
8524BK-1,Glider Reclining Chair,39 x 36.5 x 40.5 - 46.5H,8524BK
8524RD-3,Double Reclining Sofa,86 x 36.5 x 40.5 - 46.5H,8524RD
8524RD-2,Double Glider Reclining Love Seat with Center Console,77 x 36.5 x 40.5 - 46.5H,8524RD
8524RD-1,Glider Reclining Chair,39 x 36.5 x 40.5 - 46.5H,8524RD
8545-1LT,POWER Lift Chair,30.75 x 37.5 x 41H,8545-1LT
8548BLK-1,Swivel Reclining Chair with Ottoman,Chair: 32 x 35.5 x 43H,8548BLK-1
8548BRW-1,Swivel Reclining Chair with Ottoman,Chair: 32 x 35.5 x 43H,8548BRW-1
8555BLK-1,Swivel Reclining Chair with Ottoman,Chair: 25 x 28.5 x 45H,8555BLK-1
8555WHT-1,Swivel Reclining Chair with Ottoman,Chair: 25 x 28.5 x 45H,8555WHT-1
8579DB-3,Sofa,85.75 x 35 x 36.25H,8579DB
8579DB-2,Love Seat,63 x 35 x 36.25H,8579DB
8579DB-1,Chair,40.25 x 35 x 36.25H,8579DB
9600-2L,Left Side Double Reclining Love Seat with Console,70 x 37 x 39H,9600 Sectional
9600-CR,Corner Seat,63 x 40.5 x 39H,9600 Sectional
9600-AC,Armless Chair,23 x 37 x 39H,9600 Sectional
9600-2R,Right Side Reclining Love Seat,57 x 37 x 39H,9600 Sectional
9603BLK-3,Sofa,86 x 40 x 30 - 38H,9603BLK
9603BLK-2,Love Seat,70 x 40 x 30 - 38H,9603BLK
9603BLK-1,Chair,48 x 40 x 30 - 38H,9603BLK
9603WHT-3,Sofa,86 x 40 x 30 - 38H,9603WHT
9603WHT-2,Love Seat,70 x 40 x 30 - 38H,9603WHT
9603WHT-1,Chair,48 x 40 x 30 - 38H,9603WHT
9616BRW-3,Sofa,86 x 37 x 38H,9616BRW
9616BRW-2,Love Seat,63 x 37 x 38H,9616BRW
9616BRW-1,Chair,42 x 37 x 38H,9616BRW
9616CN-3,Sofa,86 x 37 x 38H,9616CN
9616CN-2,Love Seat,63 x 37 x 38H,9616CN
9616CN-1,Chair,42 x 37 x 38H,9616CN
9619DB-3,Sofa,90 x 36 x 37H,9619DB
9619DB-2,Love Seat,70 x 36 x 37H,9619DB
9619DB-1,Chair,47 x 36 x 37H,9619DB
9636-3,Double Reclining Sofa,90 x 40 x 40H,9636
9636-2,Double Glider Reclining Love Seat with Center Console,79 x 40 x 40H,9636
9636-1,Glider Reclining Chair,43 x 40 x 40H,9636
9636CC-3,Double Reclining Sofa,90 x 40 x 40H,9636CC
9636CC-2,Double Glider Reclining Love Seat with Center Console,79 x 40 x 40H,9636CC
9636CC-1,Glider Reclining Chair,43 x 40 x 40H,9636CC
9639-3,Sofa,79 x 33 x 35H,9639
9639-2,Love Seat,57 x 33 x 35H,9639
9639-1,Chair,36 x 33 x 35H,9639
9668BLK-3PW,POWER Double Reclining Sofa,90 x 38.5 x 40H,9668BLK
9668BLK-3,Double Reclining Sofa,90 x 38.5 x 40H,9668BLK
9668BLK-2PW,POWER Double Reclining Love Seat with Center Console,83 x 38.5 x 40H,9668BLK
9668BLK-2,Double Glider Reclining Love Seat with Center Console,83 x 38.5 x 40H,9668BLK
9668BLK-1PW,POWER Reclining Chair,42 x 38.5 x 40H,9668BLK
9668BLK-1,Glider Reclining Chair,42 x 38.5 x 40H,9668BLK
9668BRW-1PW,POWER Reclining Chair,42 x 38.5 x 40H,9668BRW
9668BRW-1,Glider Reclining Chair,42 x 38.5 x 40H,9668BRW
9668BRW-2,Double Glider Reclining Love Seat with Center Console,83 x 38.5 x 40H,9668BRW
9668BRW-3PW,POWER Double Reclining Sofa,90 x 38.5 x 40H,9668BRW
9668BRW-3,Double Reclining Sofa,90 x 38.5 x 40H,9668BRW
9668BRW-2PW,POWER Double Reclining Love Seat with Center Console,83 x 38.5 x 40H,9668BRW
9668NDB-3,Double Reclining Sofa,90 x 38.5 x 40H,9668NDB
9668NDB-2,Double Glider Reclining Love Seat with Center Console,83 x 38.5 x 40H,9668NDB
9668NDB-1,Glider Reclining Chair,42 x 38.5 x 40H,9668NDB
9668NSD-3,Double Reclining Sofa,90 x 38.5 x 40H,9668NSD
9668NSD-2,Double Glider Reclining Love Seat with Center Console,83 x 38.5 x 40H,9668NSD
9668NSD-1,Glider Reclining Chair,42 x 38.5 x 40H,9668NSD
9669FCP-AC,Armless Chair,22 x 37 x 39H,9669FCP
9669FCP-CN,Console,13 x 37 x 39H,9669FCP
9669FCP-CR,Corner Seat,62 x 37 x 39H,9669FCP
9669FCP-LL,Left Side Reclining Love Seat,67 x 37 x 39H,9669FCP
9669FCP-RC,with Console,32 x 59 x 39H,9669FCP
9700BLK-3PW,POWER Double Reclining Sofa,83 x 37.5 x 38.5H,9700BLK
9700BLK-3,Double Reclining Sofa,83 x 37.5 x 38.5H,9700BLK
9700BLK-2PW,POWER Double Reclining Love Seat,62 x 37.5 x 38.5H,9700BLK
9700BLK-2,Double Reclining Love Seat,62 x 37.5 x 38.5H,9700BLK
9700BLK-1PW,POWER Reclining Chair,38 x 37.5 x 38.5H,9700BLK
9700BLK-1,Reclining Chair,38 x 37.5 x 38.5H,9700BLK
9700BRW-3PW,POWER Double Reclining Sofa,83 x 37.5 x 38.5H,9700BRW
9700BRW-3,Double Reclining Sofa,83 x 37.5 x 38.5H,9700BRW
9700BRW-2PW,POWER Double Reclining Love Seat,62 x 37.5 x 38.5H,9700BRW
9700BRW-2,Double Reclining Love Seat,62 x 37.5 x 38.5H,9700BRW
9700BRW-1PW,POWER Reclining Chair,38 x 37.5 x 38.5H,9700BRW
9700BRW-1,Reclining Chair,38 x 37.5 x 38.5H,9700BRW
9700FCP-3PW,POWER Double Reclining Sofa,83 x 37.5 x 38.5H,9700FCP
9700FCP-3,Double Reclining Sofa,83 x 37.5 x 38.5H,9700FCP
9700FCP-2PW,POWER Double Reclining Love Seat,62 x 37.5 x 38.5H,9700FCP
9700FCP-2,Double Reclining Love Seat,62 x 37.5 x 38.5H,9700FCP
9700FCP-1PW,POWER Reclining Chair,38 x 37.5 x 38.5H,9700FCP
9700FCP-1,Reclining Chair,38 x 37.5 x 38.5H,9700FCP
9701BLK-3,Sofa,82 x 32 x 34.5H,9701BLK
9701BLK-2,Love Seat,60 x 32 x 34.5H,9701BLK
9701BLK-1,Chair,37 x 32 x 34.5H,9701BLK
1288-301,Cocktail Table With Glass Insert,50 x 30 x 19H,1288-301
1288-305,End Table with Glass Insert,28 x 24 x 25H,1288-301
1288-307,Sofa Table with Glass Insert,54 x 19 x 29H,1288-301
1394-30,Cocktail Table with Two Functional Drawers,52 x 32 x 20H,1394-30
1394-04,End Table with Functional Drawer,26 x 28 x 24H,1394-30
1394-05,Sofa Table with Two Functional Drawers,52 x 19 x 29H,1394-30
1704-30,Cocktail Table,52 x 30 x 18H,1704-30
1704-04,End Table,28 x 26 x 24H,1704-30
1704-05,Sofa Table with Functional Drawer,52 x 20 x 30H,1704-30
1744-01,Round Cocktail Table,38 Dia x 16H,1744-01
1744-04,Round End Table,26 Dia x 20H,1744-01
1744-05,Sofa Table,48 x 18 x 30H,1744-01
17809*,Cocktail Table with All Glass,36 x 36 x 17H,17809*
17807*,End Table with All Glass,26 x 26 x 20H,17809*
1915-30N,Cocktail Table,47.25 x 23.75 x 17.75H,1915-30N
1915-04N,End Table,23.75 x 21.75 x 21.5H,1915-30N
1915-05N,Sofa Table,47.25 x 17.25 x 29.5H,1915-30N
1918-30,Cocktail Table,52 x 28 x 20H,1918-30
1918-04,End Table,24 x 28 x 24H,1918-30
1918-05,Sofa Table,52 x 18 x 30H,1918-30
1935-30,Cocktail Table with Glass Inset,54 x 31 x 20H,1935-30
1935-04,End Table,24 x 26 x 25H,1935-30
1935-05,Sofa Table,56 x 18 x 30H,1935-30
2111-30,Cocktail Table,48 x 30 x 18H,2111-30
2111-04,End Table,24 x 24 x 24H,2111-30
2111-15,Sofa Table,48 x 18 x 29.5H,2111-30
2135-30,Cocktail Table,48 x 28x 20H,2135-30
2135-04,End Table,26 x 26 x 26H,2135-30
2135-05,Sofa Table,48 x 19 x 30H,2135-30
251-01,Cocktail Table With Marble Top,51 x 51 x 21H,251-01
251-04,End Table with Marble Top,38 x 38 x 27H,251-01
251-05,Sofa Table with Marble Top,58 x 26.5 x 36.5H,251-01
2601-31,3-Piece Occasional Tables with Faux Marble Top,Cocktail Table: 48 x 24 x 16H  End Table:  22 x 20 x 21H,2601-31
2615DC-30*,Oval Cocktail Table,48 x 28 x 19H,2615DC-30*
2615DC-04*,Round End Table,28 Dia x 24.5H,2615DC-30*
2615DC-05RT*,Sofa Table,48 x 18 x 30H,2615DC-30*
2615DC-30RT*,Cocktail Table,48 x 28 x 19H,2615DC-30RT*
2615DC-04RT*,End Table,28 x 24 x 24.5H,2615DC-30RT*
2615DC-05RT*,Sofa Table,48 x 18 x 30H,2615DC-30RT*
2952-30,Cocktail Table with Glass Top,52 x 32 x 20H,2952-30
2952-04N,End Table with Glass Top,26 Dia x 24H,2952-30
2952-05,Sofa Table with Glass Top,48 x 18 x 28H,2952-30
3205-30*,Cocktail Table with Glass Top,36 x 40 x 15H,3205-30
3205-04,Round End Table with Glass Top,26 Dia x 22H,3205-30
3216B-31,3-Piece Occasional Tables,Cocktail Table: 48 x 24 x 20H  End Table:  24 x 24 x 26H,3216B-31
3216B-05,Sofa Table,48 x 20 x 31H,3216B-31
3217PU,Gas Lift Table,36 Dia x 20.5 -30H,3217PU
3217PUS,4-Piece Pack Ottomans with Storage,16.25 x 16.25 x 17.5H,3217PU
3219PU-01,Round Cocktail Table With Four Ottomans,40 Dia x 19H,3219PU-01
3219PU-01SH,Round Cocktail Table with Two Ottomans,40 Dia x 19H,3219PU-01
3219PU-30,Rectangular Cocktail Table with Two Ottomans,50 x 30 x 19H,3219PU-01
3219-04,Round End Table,23 Dia x 22.5H,3219PU-01
3219-05,Console Table with Stool,50 x 18 x 30H,3219PU-01
3224N-30,Cocktail Table,47.75 x 23.75 x 18H,3224N-30
3224N-04,End Table,23.75 x 21.75 x 24H,3224N-30
3224N-05,Sofa Table / TV Stand,50 x 18 x 30H,3224N-30
3224N-16,26”W Bookcase,26 x 15 x 74H,3224N-30
3224N-17,40”W Bookcase,40 x 18 x 72H,3224N-30
3226-30,Cocktail Table With Faux Marble Top,38 x 36 x 20H,3226-30
3226-04,End Table with Faux Marble Top,16 x 26 x 25H,3226-30
3226-05,Sofa Table with Faux Marble Top,48 x 18 x 30H,3226-30
3228-30,Cocktail Table With Functional Wheels,47 x 31 x 16.5H,3228-30
3228-04,End Table,24 x 22 x 23H,3228-30
3228-05,TV stand / Sofa Table,62 x 18 x 30H,3228-30
3228-12,Bookcase,26 x 15 x 74.5H,3228-30
3256RF-30,Cocktail Table With Lift-Top and Functional Drawer on Casters,86 x 26 x 18H,3256RF-30
3256RF-04,End Table with Functional Drawer,22 x 24 x 22H,3256RF-30
3256RF-02,Chairside Table,14 x 24 x 24H,3256RF-30
3257RF-30,Cocktail Table with Lift-Top on Casters,50 x 28 x 20H,3257RF-30
3257RF-04,End Table with Functional Drawer,24 x 27 x 24H,3257RF-30
3257RF-02,Chairside Table with Functional Drawer,18 x 24 x 24H,3257RF-30
3276-05,Sofa Table with Faux Marble Inlay,48 x 18 x 29H,3276-30
3276-30,Cocktail Table With Faux  Marble Inlay,48 x 28 x 20H,3276-30
3276-04,End Table with Faux Marble Inlay,24 x 24 x 24H,3276-30
3292-01,Round Cocktail Table With Four Ottomans,40 Dia x 19H,3292-01
3292-04,Round End Table,23 Dia x 22.5H,3292-01
3292-05,Console Table with Stool,50 x 18 x 30H,3292-01
3299-01,Cocktail Table with Glass Insert,42 x 42 x 20H,3299-01
3299-04,End Table with Glass Insert,26 x 26 x 24H,3299-01
3299-05,Sofa Table with Glass Insert,50 x 18 x 30H,3299-01
3401W-30*,Cocktail Table with Glass Top,48 x 30 x 18H,3401W-30*
3401W-04*,Round End Table with Glass Top,26 Dia x 22.25H,3401W-30*
3401W-05*,Sofa Table with Glass Top,48 x 18 x 30H,3401W-30*
3427-30,Cocktail Table with Glass Insert,54 x 30 x 18.25H,3427-30
3427-04,End Table with Glass Insert,26 x 20 x 25H,3427-30
3427-05,Sofa Table with Glass Insert,54 x 18 x 35.25H,3427-30
3436-30,Cocktail Table,50 x 26 x 17H,3436-30
3436-04,End Table,28 x 24 x 21H,3436-30
3447-30,Cocktail Table With Lift-Top and Faux Marble Top,48 x 24 X19h,3447-30
3447-04,End Table with Faux Marble Top,22 x 22 x 23H,3447-30
3508-30,Cocktail Table with Glass Insert,51.75 x 32 X18H,3508-30
3508-04,End Table with Glass Insert,31 x 27 x 24H,3508-30
3508-05,Sofa Table with Glass Insert,51.75 x 23.75 x 31H,3508-30
3522-30,Cocktail Table with Two Functional Drawers,52 x 26 x 18.5H,3522-30
3522-04*,Round End Table with Glass Top,26 Dia x 24.5H,3522-30
3522-05*,Sofa Table with Glass Top,50 x 19 x 29.5H,3522-30
3522-12,Bookcase with Lighting,29 x 14.5 x 71H,3522-30
3526-30,Cocktail Table With Marble Top,54 x 34 x 20H,3526-30
3526-04,End Table with Marble Top,28 x 28 x 24H,3526-30
3526-05,Sofa Table with Marble Top,56 x 20 x 32H,3526-30
3533-30,Cocktail Table with Lift-Top and Storage,47.75 x 26 x 17.75H,3533-30
3533-04,End Table with Functional Drawer,21 x 26 x 24H,3533-30
3533-05,Sofa Table with Functional Drawer,47.75 x 16 x 30H,3533-30
3534-05,Sofa Table with Glass Top,47.75 x 16.75 x 30.75H,3534-30
3534-30,Cocktail Table with Hidden Tray and Glass Top,47.75 x 26.75 x 18.5H,3534-30
3534-04,End Table with Glass Top,27 x 21 x 24.75H,3534-30
3547-30,Cocktail Table with Marble Inset,50 x 32 x 20H,3547-30
3547-04,End Table with Marble Inset,28 x 26 x 24H,3547-30
3547-05,Sofa Table with Marble Inset,50 x 20 x 30H,3547-30
3551-30,Cocktail Table With Marble Top,48 x 26 x 20H,3551-30
3551-04,End Table With Marble Top,25 x 23 x 24H,3551-30
3551-05,Sofa Table with Marble Top,48 x 18 x 31H,3551-30
3552-30,Cocktail Table with Bluestone Marble Top,48 x 26 x 19.25H,3552-30
3552-04,End Table with Bluestone Marble Top,25 x 23 x 23.25H,3552-30
3552-05,Sofa Table with Bluestone Marble Top,48 x 18 x 30.25H,3552-30
3561-31*,3-Piece Occasional Tables with Glass Top,Cocktail Table: 48 x 24 x 16.5H  End Table:  24 x 24 x 21.25H,3561-31*
3578-30,Cocktail Table with Two Functional Drawers,48 x 28 x 18H,3578-30
3578-04,End Table with Functional Drawer,22 x 22 x 25H,3578-30
3578-05,Sofa Table with Two Functional Drawers,48 x 18 x 30H,3578-30
3580-31,3-Piece Occasional Tables with Faux Marble Top,Cocktail Table: 48 x 24 x 18H End Table: 22 x 20 x 21H,3580-31
35800-T,Sofa Table / TV Stand with Faux Marble Top,62 x 18 x 28H,3580-31
3581-30,Cocktail Table with Lift-Top and Two Functional Drawers on Casters,48 x 28 x 20.5H,3581-30
3581-04,End Table with Functional Drawer,24 x 24 x 24H,3581-30
3587-30,Cocktail Table with Lift-Top on Casters,48 x 26 x 20H,3587-30
3587-04,End Table with Functional Drawer,24 x 22 x 24H,3587-30
3588-30,Cocktail Table with Lift-Top on Casters,47 x 23 x 18.5H,3588-30
3588-04,End Table,21.25 x 21.25 x 22.5H,3588-30
3590-30,Cocktail Table with Two Functional Drawers,48 x 24 x 18H,3590-30
3590-04,End Table with Functional Drawer,18 x 15 x 24.25H,3590-30
3590-05,Sofa Table with Two Functional Drawers,48 x 16 x 32.25H,3590-30
3593-01*,Round Cocktail Table with Glass Top,36 Dia x 17.25H,3593-01*
3593-04*,Round End Table with Glass Top,24 Dia x 22.5H,3593-01*
3600-31,3-Piece Occasional Tables,47 x 23 x 18H,3600-31
3602-30,Cocktail Table,46 x 24 x 19H,3602-30
3602-04,End Table,29 x 22 x 25H,3602-30
3602-05,Sofa Table,46 x 16 x 31H,3602-30
3604-31,3-Piece Occasional Tables with Glass Top,Cocktail Table: 48 x 24 x 19H  End Table:  24 x 24 x 24H,3604-31
3605-31,3-Piece Occasional Tables with Glass Top,Cocktail Table: 48 x 24 x 16.5H  End Table:  24 x 24 x 21.25H,3605-31
3606-30,Cocktail Table,48 x 24 x 18H,3606-30
3606-04,End Table,24 x 24 x 24H,3606-30
36060-16,4-Shelf Bookcase,27 x 16 x 60H,3606-30
36060-17,5-Shelf Bookcase,27 x 16 x 77H,3606-30
36060-ST,Storage for Bookcase,23.5 x 15.25 x 14.75H,3606-30
36060-BS,Basket for Bookcase,23.5 x 15.25 x 13.75H,3606-30
3607-30,Cocktail Table,46 x 24 x 19H,3607-30
3607-04,End Table,24 x 21.75 x 21H,3607-30
3608-01,Round Cocktail Table with Faux Marble Top,34.5 Dia x 18H,3608-01
3608-04,Round End Table with Faux Marble Top,24 Dia x 25H,3608-01
3608SV-01,Round Cocktail Table with Faux Marble Top,34.5 Dia x 18H,3608SV-01
3608SV-01XL,Large Round Cocktail Table with Faux Marble Top,45 Dia x 15H,3608SV-01
3608SV-04,Round End Table with Faux Marble Top,24 Dia x 25H,3608SV-01
3612-31,3-Piece Occasional Tables,48 x 24 x 17.5H,3612-31
3613-30,Cocktail Table with Casters,48 x 26 x 18H,3613-30
3613-04,End Table,23.5 x 23.5 x 23.75H,3613-30
3614-01,Cocktail Table with Four Ottomans,40 x 40 x 19H,3614-01
3614-04,End Table,26 x 26 x 23.75H,3614-01
3614-05,Sofa Table,47.75 x 18.75 x 29H,3614-01
3616-01,Cocktail Ottoman,40 x 40 x 18H,3616-01
3617-30,Cocktail Ottoman,48 x 30 x 18H,3617-30
3618-30,Cocktail Table,48 x 30 x 19H,3618-30
3618-04,End Table with Functional Drawer,26 x 26 x 24H,3618-30
3618-05,Sofa Table with Functional Drawer,50 x 20 x 30H,3618-30
3619-31,3-Piece Occasional Tables,48 x 24 x 18.5H,3619-31
3623-31,3-Piece Occasional Tables,36 Dia x 17H,3623-31
4087-30,Cocktail Table with Glass Insert,48 x 26 x 19H,4087-30
4087-04,End Table with Glass Insert,22 x 24 x 24H,4087-30
4087-05,Sofa Table with Glass Insert,50 x 18 x 30H,4087-30
4500-F1,"Storage Ottoman, Blue",20 Dia x 17H,4500-F1
4500-F2,"Storage Ottoman, Beige",20 Dia x 17H,4500-F1
4500-F3,"Storage Ottoman, Yellow",20 Dia x 17H,4500-F1
4500-F1,"Storage Ottoman, Blue",20 Dia x 17H,4500-F2
4500-F2,"Storage Ottoman, Beige",20 Dia x 17H,4500-F2
4500-F3,"Storage Ottoman, Yellow",20 Dia x 17H,4500-F2
4500-F1,"Storage Ottoman, Blue",20 Dia x 17H,4500-F3
4500-F2,"Storage Ottoman, Beige",20 Dia x 17H,4500-F3
4500-F3,"Storage Ottoman, Yellow",20 Dia x 17H,4500-F3
4501-F1,"Lift-Top Storage Cocktail Ottoman, Blue",36 x 26 x 19.5H,4501-F1
4501-F2,"Lift-Top Storage Cocktail Ottoman, Brown",36 x 26 x 19.5H,4501-F2
4502FA,Bench,55.25 x 17 x 21H,4502FA
4503PU,Lift-Top Cocktail Table with Two Functional Drawers on Casters,47.5 x 25 x 18H,4503PU
4506PU,Bench,46 x 20.5 x 19H,4506PU
4507-F1,"Bench, Beige",46.5 x 20.5 x 18H,4507-F1
4507-F2,"Bench, Dark Gray",46.5 x 20.5 x 18H,4507-F1
4507-F2,"Bench, Dark Gray",46.5 x 20.5 x 18H,4507-F2
4510BRW,"2-Piece Storage Ottoman Set, Brown","Big: 21 x 23.75 x 19.75H
Small: 17 x 15 x 15.5H",4510BRW
4510BUE,"2-Piece Storage Ottoman Set, Blue","Big: 21 x 23.75 x 19.75H
Small: 17 x 15 x 15.5H",4510BRW
4510MTD,"2-Piece Storage Ottoman Set, Mustard","Big: 21 x 23.75 x 19.75H
Small: 17 x 15 x 15.5H",4510BRW
4510RED,"2-Piece Storage Ottoman Set, Red","Big: 21 x 23.75 x 19.75H
Small: 17 x 15 x 15.5H",4510BRW
4555BU,"Round Ottoman, Blue",36 Dia x 18H,4555BU
4555GY,"Round Ottoman, Gray",36 Dia x 18H,4555BU
4555NV,"Round Ottoman, Navy",36 Dia x 18H,4555BU
4555BU,"Round Ottoman, Blue",36 Dia x 18H,4555GY
4555GY,"Round Ottoman, Gray",36 Dia x 18H,4555GY
4555NV,"Round Ottoman, Navy",36 Dia x 18H,4555GY
4555BU,"Round Ottoman, Blue",36 Dia x 18H,4555NV
4555GY,"Round Ottoman, Gray",36 Dia x 18H,4555NV
4555NV,"Round Ottoman, Navy",36 Dia x 18H,4555NV
458B-PU,Storage Cocktail Ottoman,48 x 25 x 19H,458B-PU
459B-PU,Storage Cocktail Ottoman,42 x 42 x 19H,459B-PU
4602PU,Lift-Top Storage Bench,44.75 x 16.75 x 18.25H,4602PU
4605BK,"X-Base Bench, Black Bonded Leather",48 x 16.5 x 18H,4605BK
4605GY,"X-Base Bench, Gray Linen",48 x 16.5 x 18H,4605GY
4611PU,Lift-Top Storage Bench,44.75 x 17.5 x 20H,4611PU
4614-F1,"Lift-Top Storage Bench, Brown",43 x 18 x 18.75H,4614-F1
4614-F3,"Lift-Top Storage Bench, Gray",43 x 18 x 18.75H,4614-F3
4617-30,Cocktail Table,48 x 28 x 20H,4617-30
4617-04,End Table,24 x 26 x 25H,4617-30
4617-05,Sofa Table / TV Stand,60 x 17 x 28H,4617-30
4617-12,Etagere,31.5 x 15.5 x 72H,4617-30
468CP,"Cocktail Ottoman With Casters, Chocolate Textured Plush Microfiber",36 x 36 x 17H,468CP
468MC,"Cocktail Ottoman with Casters, Mocha Rhino Microfiber",36 x 36 x 17H,468MC
468PU,"Cocktail Ottoman with Casters, Dark Brown Bi-Cast Vinyl",36 x 36 x 17H,468PU
4690-F2,"Ottoman, Beige",21.75 x 21.75 x 20.25H,4690-F2
4690-F3,"Ottoman, Indigo",21.75 x 21.75 x 20.25H,4690-F2
4690-F4,"Ottoman, Dark Gray",21.75 x 21.75 x 20.25H,4690-F2
4692-13,Bench,51 x 17.75 x 17.5H,4692-13
469PU,Storage Bench,35 x 17.5 x 17.5H,469PU
470PU,Storage Cocktail Ottoman,38 x 38 x 20H,470PU
471FA-1S,"Lift-Top Storage Bench, Floral",43 x 17 x 18H,471FA-1S
471LP,"Lift-Top Storage Bench, Leopard",43 x 17 x 18H,471LP
471NF,"Lift-Top Storage Bench, Chocolate",43 x 17 x 18H,471NF
471PPE,"Lift-Top Storage Bench, Purple",43 x 17 x 18H,471PPE
471PU,"Lift-Top Storage Bench, Dark Brown",43 x 17 x 18H,471PU
471RED,"Lift-Top Storage Bench, Red",43 x 17 x 18H,471RED
471TPE,"Lift-Top Storage Bench, Taupe",43 x 17 x 18H,471TPE
4723BK,"Storage Cube Ottoman, Black Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4723BL,"Storage Cube Ottoman, Blue Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4723BR,"Storage Cube Ottoman, Brown Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4723GR,"Storage Cube Ottoman, Green Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4723RD,"Storage Cube Ottoman, Red Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4723RN,"Storage Cube Ottoman, Orange Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4723WT,"Storage Cube Ottoman, White Bi-Cast Vinyl",17 x 17 x 17.5H,4723BK
4727PU,Lift-Top Storage Cocktail Ottoman with Casters,42 x 42 x 18H,4727PU
4728AK,"Wedged Chairside Table, Oak",24 x 16 x 23.5H,4728AK
4728BK,"Wedged Chairside Table, Black",24 x 16 x 23.5H,4728BK
4728ES,"Wedged Chairside Table, Espresso",24 x 16 x 23.5H,4728ES
4730NF,"Lift-Top Storage Bench, Fabric",42 x 17 x 19H,4730NF
4730PPE,"Lift-Top Storage Bench, Purple",42 x 17 x 19H,4730PPE
4730PU,Lift-Top Storage Bench,42 x 17 x 19H,4730PU
4730RED,"Lift-Top Storage Bench, Red",42 x 17 x 19H,4730RED
4730TPE,"Lift-Top Storage Bench, Taupe",42 x 17 x 19H,4730TPE
4732PU,Cocktail Ottoman with Flip Trays on Casters,36.25 x 36.25 x 18H,4732PU
4738PU,Storage Bench with Two Ottomans,45 x 17 x 18H,4738PU
4741FA,Lift-Top Storage Bench,44.5 x 19 x 18.75H,4741FA
4742PU,Lift-Top Storage Bench,43.75 x 18.75 x 20.75H,4742PU
5100-30,Cocktail Table,50 x 26 x 19H,5100-30
5100-04,End Table,26 x 24 x 24H,5100-30
5100-05,Sofa Table,50 x 18.5 x 30H,5100-30
5177-30,Cocktail Table,50 x 26 x 19H,5177-30
5177-04,End Table,26 x 24 x 24H,5177-30
5177-05,Sofa Table,50 x 18.5 x 30H,5177-30
5267RF-30,Cocktail Table with Two Functional Drawers on Casters,48 x 26 x 20H,5267RF-30
5267RF-04,End Table with Functional Drawer,24 x 26 x 24.5H,5267RF-30
5267RF-05,Sofa Table with Two Functional Drawers,48 x 18 x 30.25H,5267RF-30
5400-30,Cocktail Table,47.75 x 26 x 18H,5400-30
5400-04,End Table,24 x 23.5 x 23.75H,5400-30
5400-05,Sofa Table,47.75 x 17.75 x 30H,5400-30
5415RF-30,Cocktail Table with Two Functional Drawers,48 x 24 x 19H,5415RF-30
5415RF-04,End Table with Functional Drawer,22 x 22 x 22H,5415RF-30
5415RF-FBH,Bench,51 x 17.75 x 20H,5415RF-FBH
5428-30,Cocktail Table,50 x 26 x 17.25H,5428-30
5428-04,End Table,26 x 24 x 23.25H,5428-30
5428-05,Sofa Table,50 x 18.5 x 29.25H,5428-30
5430-30,Cocktail Table,47.75 x 24 x 18H,5430-30
5430-04,End Table,22 x 22 x 22H,5430-30
5438-30,Cocktail Table,48 x 26 x 19.5H,5438-30
5438-04,End Table,24 x 26 x 24.25H,5438-30
5438-05,Sofa Table,48 x 18 x 30.25H,5438-30
5466-30,"Cocktail Table, Marble Top",48 x 24 x 19H,5466-30
5466-04,"End Table, Marble Top",24 x 22 x 24H,5466-30
5469-30,Cocktail Table,47.75 x 23.75 x 18H,5469-30
5469-04,End Table,22 x 22 x 22.25H,5469-30
5512-31,3-Piece Occasional Tables,Cocktail Table: 48 x 24 x 18H End Table: 22 x 22 x 22H,5512-31
5543-30,Cocktail Table with Marble Top,50 x 28x 20H,5543-30
5543-04,End Table With Marble Top,28 x 28 x 25H,5543-30
5543-05,Sofa Table with Marble Top,50 x 20 x 30H,5543-30
5553-01,Round Cocktail Table,39.5 Dia x 20H,5553-01
5553-04,Round End Table,25.5 Dia x 25.5H,5553-01
5553-05,Sofa Table,49.5 x 19.5 x 29.5H,5553-01
5554-30,Cocktail Table With Two Functional Drawers,50 x 30 x 20H,5554-30
5554-04,End Table with Functional Drawer,26 x 26 x 26H,5554-30
5554-05,Sofa Table with Two Functional Drawers,50 x 19 x 30H,5554-30
5556-30,Cocktail Table With Glass Insert,50 x 32 x 19H,5556-30
5556-04,Round End Table with Glass Insert,26 Dia x 25.75H,5556-30
5556-05,Sofa Table with Glass Insert,50 x 20 x 30H,5556-30
5560-30,Cocktail Table with Marble Top,50 x 30 x 20H,5560-30
5560-04,End Table with Marble Top,26 x 26 x 26H,5560-30
5560-05,Sofa Table with Marble Top,50 x 19 x 30H,5560-30
5606-31,3-Piece Occasional Tables,32 Dia x 19H,5606-31
