name,number,description,category
Ameillia Collection,586GY-82,"The solid, clean lines of the Arts and Crafts movement are interpreted from modern times in the Ameillia Collection. Substantial tapered legs and the wood veneer complement this simple and refined dining offering. Newly offered in a gray with brown undertone finish, the collection is also available in a dark oak finish. The rectangular table is flanked by the perfectly coordinating chair or bench option.",dining
Westwood Collection,626-36*,"Deriving its look from a multitude of classic designs, the Westwood Collection is the perfect blend of traditional accents and transitional styling. Drawing from the classic details of matched oak veneer patterns and fabric-covered swivel seats – the transitional design is pulled together with functional table base storage, and a warm burnished oak finish. Also available in Napoleon style counter height chair.",dining
Amara Collection,6414*,"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs and paired with our industrial chic chairs (5034) – offered in red, blue, yellow and rust – you have the power to customize your own color scheme. The six drawer chest (6403) provides ample storage space with an industrial look that includes functional bins, identification plates, casters – for quick and easy placement – and reclaimed wood top.",dining
Daisy Collection,710-36,Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,dining
Daisy Collection,710-36RD*,Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,dining
Daisy Collection,710-54*,Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,dining
Daisy Collection,710-72*,Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,dining
Daisy Collection,710-72TR*,Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,dining
Verona Collection,727-36,"From traditional to modern, the Verona Collection fits beautifully into any home décor. The table features oak veneer with walnut inlay in a distressed amber finish. The chair design features bi-cast vinyl in a deep chocolate finish that is easy to clean and is luxurious to the touch. A stunning combination of color and design gives the Verona Dining Collection a classic look into contemporary furniture.",dining
Verona Collection,727-72,"From traditional to modern, the Verona Collection fits beautifully into any home décor. The table features oak veneer with walnut inlay in a distressed amber finish. The chair design features bi-cast vinyl in a deep chocolate finish that is easy to clean and is luxurious to the touch. A stunning combination of color and design gives the Verona Dining Collection a classic look into contemporary furniture.",dining
